"","text","b"
"1375","feel pretty wait rent amy schumer s best performance yet rory scovel michelle williams are perfect soundtrack is point ub ufef",1
"1376","red sparrow movie review moviebitches",0
"1377","sixth sense",0
"1378","saw v",0
"1379","weeks episode mike dustin tackle reconstruction classic",1
"1380","years makingwas wait",-1
"1381","thanos ain t going be happy movie review coming tomorrow evening go subscribe channel",1
"1382","are ready liquid truth check live great talk lets go people tonight go new movie call",1
"1383","are ready liquid truth check live great talk lets go people tonight go new movie call",1
"1384","are ready liquid truth check live great talk lets go people tonight go new movie call",1
"1385","are ready liquid truth check live great talk lets go people tonight go new movie call",1
"1386","f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf uad f uf uad f uf uad f uf uad f uf uad f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf ua f uf ua f uf ua f uf ub f uf ub f uf ub f uf ub f uf ub f uf uad f uf uad f uf uad f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf f uf you representation emotions watching movie f uf you",0
"1387","are ready liquid truth check live great talk lets go people tonight go new movie call",1
"1388","thanks joining red carpet review avengers infinity war",1
"1389","avengers infinity war spoiler discussion endingwhy i did not rmoviecritic",-1
"1390","movie review spawn",0
"1391","are ready liquid truth check live great talk lets go people tonight go new movie call",1
"1392","are ready liquid truth check live great talk lets go people tonight go new movie call",1
"1393","so good mollys game movie review",1
"1394","are ready liquid truth check live great talk lets go people tonight go new movie call",1
"1395","are ready liquid truth check live great talk lets go people tonight go new movie call",1
"1396","are ready liquid truth check live great talk lets go people tonight go new movie call",1
"1397","ending s eating gilbert grape is still sad even years later",-1
"1398","candy jar movie review moviecore",0
"1399","movie review avengers infinity war",1
"1400","soul stone heartbreaking f uf ua",-1
"1401","does infinity war deliver ambitious goals sets spoiler free rmoviecritic",1
"1402","haiku movie review avengers infinity war spoilers rmoviecritic",1
"1403","thanks spoiler loving mofos watched review x amount views i usually get thanks watching",1
"1404","rider is independent film limited release is worth seeking",0
"1405","want proof are wild ride summer incredibles movie quotes are need tell is going be hit season",-1
"1406","dcc talks daryl join podcast now youtube",1
"1407","infinity war spoiler free",-1
"1408","top thing debuted",1
"1409","is live",0
"1410","latest review link bio",0
"1411","tomorrow armchair catholic review avengers infinity war havent seen be spoilers",-1
"1412","superhero celebration",1
"1413","was awesome was hilarious was tragic was action packed was everything wanted",1
"1414","kings movie review james shaw",0
"1415","balloons movie review hyperdrive",0
"1416","ranking marvel movies infinity wars spoilers go check new podcast",1
"1417","avengers infinity war spoilers rmoviecritic",1
"1418","spoilerfree review avengers infinity war rmoviecritic",1
"1419","chris ian discuss new horror movie soft matter watch",1
"1420","movies films movies independent showcase trouble is business",-1
"1421","review trouble is business final word film noir",-1
"1422","trouble is business",-1
"1423","trouble is business gives noir good name",1
"1424","trouble is business movie review",-1
"1425","trouble is business",-1
"1426","trouble is business humorous film noir pays homage touch evil other classics",1
"1427","trouble is business",-1
"1428","new movie review facebook page",1
"1429","buttholes be trunk gas cap gas cap is more obvious pun case do take gasoline mouths i assume gasoline is food ve never seen movie",-1
"1430","new application follow viberevstudios full coming week",1
"1431","thoughts",0
"1432","infinity war brief movie review",1
"1433","dudes finally filmed review avengers infinity war",1
"1434","show Business gossip episode blac chyna gigi hadid rock johnson zayn malik russell brand",-1
"1435","looking movie watch catch quiet place",1
"1436","are again movie has been released time s enormous one let talk",1
"1437","f uf uc uf f uf uc uf f uf uc uf f uf uc uf f uf movie has emotions bring tears eyes say bffs come movie grabs heart string did such amazing job made believe struggle harships",-1
"1438","avengers infinity war fun exciting surprisingly emotional reunion favourite heroes plays hits remix album stand own also thor is now favourite character",1
"1439","new relentless",1
"1440","seen yet check spoiler review where delve nittygritty details",-1
"1441","new film",1
"1442","top b list marvel hero probably won t be future film",1
"1443","avengers infinity war is audacious accomplishment rmoviecritic",1
"1444","you review were never really here letterboxd",0
"1445","film review feel pretty swaps star s charisma preachy message",1
"1446","latest christmas day",0
"1447","introduction romeo juliet",0
"1448","roost stars friends way wedding find stuck mysterious farm surrounded undead uba",-1
"1449","f uf ue zillas discuss eagerly awaited did think movie f uf ua uf ua",1
"1450","avengers infinity war everything other mcu movies lacked were put movie i was freaking impressed great cgi plot villain finally thor was given respect deserves was beautiful watch rating",-1
"1451","nightmare elm street dream master movie review stoned gremlin productions",-1
"1452","new up",1
"1453","figure one movies are reviewing week f uf you be sure watch next episode coming tomorrow",0
"1454","here s rodders reviews just got new uploads avengers infinity war spoiler free",1
"1455","hm wonder movie are going talk week give hint is one did quarterbillion domestic box office opening weekend",1
"1456","is big is bold is badass heres spoilerfree review",1
"1457","south korean movie never knew needed",0
"1458","watched several times was fantastic is really good is lesbian couple movie is not couple different othersthis movie is hilarious also very touching need more films",1
"1459","reviewed adam sandlers newest movie week",0
"1460","watch comedy central have probably seen accepted review rmoviecritic",1
"1461","do not care universe review justice league film was doomed fail rmoviecritic",-1
