"","text","b"
"1284","filmmakers do want film reviewed are open submissions",0
"1285","do think new movie is encouraging young women is",1
"1286","avengers war movie review is appropriate kids",1
"1287","favorite superheroes marvel universe are back latest installment avengers infinity war read review summer blockbuster",1
"1288","podcast rock city phantom talk do very first movie commentary cult classic kiss meets phantom park",-1
"1289","avengers infinity war packs many feels explosions",-1
"1290","is filled review",0
"1291","f f see f you f see f you grade showdown is see movie comdey is chain plug original is amazing also miss type chemistry movies thank",-1
"1292","f f see f you overall was good movie i am unsure why not getting recognitions deserves i do not feel amazing did fantastic job movie i feel rest cast were okay bleh especially cj parker",0
"1293","avengers infinity war review non spoiler",-1
"1294","jafri movie review avengers infinity war",1
"1295","saving private ryan thin red line turn year film is masterpiece",1
"1296","was wondering basically am going need freaking chart figure movie happens when you did learn nothing star wars originals sequels prequels such you fef you",-1
"1297","listen episode youtube podcasting application",0
"1298","heilige holy mountain arnold fanck first film starring most famous female director read watch",1
"1299","ep just audio",0
"1300","fucking years great movies got here are thoughts",-1
"1301","drive osiris child",1
"1302","somebody see titanic",0
"1303","overboard movie review stoned gremlin productions",-1
"1304","dhuruvangal pathinaaru movie review jimmy cage",-1
"1305","top bad film only good thing was",1
"1306","full also known",0
"1307","casting was executed flawlessly",1
"1308","sisters gion powerful classic drama",1
"1309","marvel ant man wasp trailer family reaction review",1
"1310","dracula brand new",1
"1311","took spawn walk today found spooky spots emily not wait photograph have always got brain",1
"1312","review humor",1
"1313","movie review infinity war",1
"1314","jumped trenches defended earth here review",-1
"1315","is unable manifest something is campy enough be enjoyable zombieland emotionally captivating enough resemble something lines follows",1
"1316","ant man wasp official trailer reaction check",0
"1317","read new arts entertainment article eric valenti movie review quiet place",1
"1318","watched wrote thoughts",0
"1319","week comedy chaos",-1
"1320","week comedy chaos",-1
"1321","trying month criterion do not know make first up white dog reviewed review",-1
"1322","infinity war movie review more hours manic monotony raises stakes part moviecritic",-1
"1323","florida project whole mess nothing moviecritic",-1
"1324","latest review caught truth murderer hand",0
"1325","movie reviews today link seen so many avengers st",0
"1326","kings movie review chris jones",0
"1327","watch latest video new horror movie soft matter watch",1
"1328","shah shahid early is brilliantly real portrayal motherhood is also freakin hilarious",1
"1329","are super excited share first review everyone today enjoy make sure",1
"1330","sat have chat seeing watch",0
"1331","film review psychokinesis superhero movie aren bothered seeing infinity war",-1
"1332","batman killing joke",-1
"1333","black panther review is finally here laughing loud check",1
"1334","movie review stephen king sometimes come back",1
"1335","shannon",0
"1336","good bad ugly redefined western genre",-1
"1337","coming attractions edition meow talk",1
"1338","cents avengers infinity war",1
"1339","annoying coworker spoil not check",-1
"1340","avengers infinity war",1
"1341","type prefer read",1
"1342","granny house",0
"1343","get selena movie",0
"1344","politics taking precedence daas tells contemporary love story moviecritic",1
"1345","miss sloane political drama group lobbyists trying get rid amendment watched trailer thought looks way boring man was wrong was such exhilarating film was well acted esp chastain strong",-1
"1346","movie review avengers infinity war",1
"1347","meg trailer family reaction review",0
"1348","politics taking precedence tells contemporary love story says reviewer rochak saxena read full review link watching movie",1
"1349","kate reviews bone tomahawk",0
"1350","avengers war movie review moviecritic",-1
"1351","review lost mancha documentary terry gilliam first failed attempt making man killed denial normal quixote",-1
"1352","watched yet here",0
"1353","excellent cinematic experience featuring best villains franchise has ever had great character work spectacular action you",1
"1354","excellent cinematic experience featuring best villains franchise has ever had great character work spectacular action you",1
"1355","avengers war movie review spoilers",-1
"1356","avengers infinity war finally know ek chutki",1
